#NCBI_GeneID	Ensembl_Gene	HGNC_ID	symbol	name	RefSeq_nuc	RefSeq_prot	Ensembl_nuc	Ensembl_prot	MANE_status	GRCh38_chr	chr_start	chr_end	chr_strand
GeneID:10979	ENSG00000073712.15	HGNC:15767	FERMT2	FERM domain containing kindlin 2	NM_006832.3	NP_006823.1	ENST00000341590.8	ENSP00000340391.3	MANE Select	NC_000014.9	52857273	52951050	-
GeneID:10980	ENSG00000168090.10	HGNC:21749	COPS6	COP9 signalosome subunit 6	NM_006833.5	NP_006824.2	ENST00000303904.8	ENSP00000304102.3	MANE Select	NC_000007.14	100088969	100092187	+
GeneID:10981	ENSG00000118508.5	HGNC:9772	RAB32	RAB32, member RAS oncogene family	NM_006834.5	NP_006825.1	ENST00000367495.4	ENSP00000356465.3	MANE Select	NC_000006.12	146543833	146554953	+
GeneID:10982	ENSG00000166974.13	HGNC:6891	MAPRE2	microtubule associated protein RP/EB family member 2	NM_014268.4	NP_055083.1	ENST00000300249.10	ENSP00000300249.4	MANE Select	NC_000018.10	35041413	35143470	+
GeneID:10983	ENSG00000118816.12	HGNC:1595	CCNI	cyclin I	NM_006835.3	NP_006826.1	ENST00000237654.9	ENSP00000237654.4	MANE Select	NC_000004.12	77047155	77075989	-
GeneID:10984	ENSG00000269821.2	HGNC:6295	KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1	NR_002728.4		ENST00000597346.1		MANE Select	NC_000011.10	2608328	2699994	-
GeneID:10985	ENSG00000089154.11	HGNC:4199	GCN1	GCN1 activator of EIF2AK4	NM_006836.2	NP_006827.1	ENST00000300648.7	ENSP00000300648.6	MANE Select	NC_000012.12	120127202	120194715	-
GeneID:10987	ENSG00000121022.14	HGNC:2240	COPS5	COP9 signalosome subunit 5	NM_006837.3	NP_006828.2	ENST00000357849.9	ENSP00000350512.4	MANE Select	NC_000008.11	67043079	67062133	-
GeneID:10988	ENSG00000111142.14	HGNC:16672	METAP2	methionyl aminopeptidase 2	NM_006838.4	NP_006829.1	ENST00000323666.10	ENSP00000325312.5	MANE Select	NC_000012.12	95474152	95515839	+
GeneID:10989	ENSG00000132305.22	HGNC:6047	IMMT	inner membrane mitochondrial protein	NM_006839.3	NP_006830.2	ENST00000410111.8	ENSP00000387262.3	MANE Select	NC_000002.12	86143936	86195462	-
GeneID:10990	ENSG00000105609.17	HGNC:6609	LILRB5	leukocyte immunoglobulin like receptor B5	NM_001081442.3	NP_001074911.2	ENST00000449561.3	ENSP00000406478.1	MANE Select	NC_000019.10	54249421	54257273	-
GeneID:10991	ENSG00000188338.15	HGNC:18044	SLC38A3	solute carrier family 38 member 3	NM_006841.6	NP_006832.1	ENST00000614032.5	ENSP00000481301.1	MANE Select	NC_000003.12	50205271	50221486	+
GeneID:10992	ENSG00000087365.16	HGNC:10769	SF3B2	splicing factor 3b subunit 2	NM_006842.3	NP_006833.2	ENST00000322535.11	ENSP00000318861.6	MANE Select	NC_000011.10	66052364	66069308	+
GeneID:10993	ENSG00000135094.11	HGNC:10691	SDS	serine dehydratase	NM_006843.3	NP_006834.2	ENST00000257549.9	ENSP00000257549.4	MANE Select	NC_000012.12	113392445	113403887	-
GeneID:10994	ENSG00000105135.16	HGNC:6041	ILVBL	ilvB acetolactate synthase like	NM_006844.5	NP_006835.2	ENST00000263383.8	ENSP00000263383.3	MANE Select	NC_000019.10	15114987	15125786	-
GeneID:10998	ENSG00000083807.10	HGNC:10999	SLC27A5	solute carrier family 27 member 5	NM_012254.3	NP_036386.1	ENST00000263093.7	ENSP00000263093.2	MANE Select	NC_000019.10	58498333	58511992	-
GeneID:10999	ENSG00000167114.13	HGNC:10998	SLC27A4	solute carrier family 27 member 4	NM_005094.4	NP_005085.2	ENST00000300456.5	ENSP00000300456.3	MANE Select	NC_000009.12	128340527	128361470	+
GeneID:11000	ENSG00000143554.14	HGNC:10997	SLC27A3	solute carrier family 27 member 3	NM_024330.4	NP_077306.3	ENST00000624995.4	ENSP00000485061.2	MANE Select	NC_000001.11	153775407	153780157	+
GeneID:11001	ENSG00000140284.11	HGNC:10996	SLC27A2	solute carrier family 27 member 2	NM_003645.4	NP_003636.2	ENST00000267842.10	ENSP00000267842.5	MANE Select	NC_000015.10	50182196	50236385	+
GeneID:11004	ENSG00000142945.13	HGNC:6393	KIF2C	kinesin family member 2C	NM_006845.4	NP_006836.2	ENST00000372224.9	ENSP00000361298.4	MANE Select	NC_000001.11	44739837	44767767	+
GeneID:11005	ENSG00000133710.17	HGNC:15464	SPINK5	serine peptidase inhibitor Kazal type 5	NM_006846.4	NP_006837.2	ENST00000256084.8	ENSP00000256084.7	MANE Select	NC_000005.10	148063980	148137382	+
GeneID:11006	ENSG00000186818.13	HGNC:6608	LILRB4	leukocyte immunoglobulin like receptor B4	NM_001278426.4	NP_001265355.2	ENST00000695418.1	ENSP00000511897.1	MANE Select	NC_000019.10	54662985	54668718	+
GeneID:11007	ENSG00000175602.4	HGNC:24926	CCDC85B	coiled-coil domain containing 85B	NM_006848.3	NP_006839.2	ENST00000312579.4	ENSP00000311695.2	MANE Select	NC_000011.10	65890673	65891635	+
GeneID:11009	ENSG00000162892.16	HGNC:11346	IL24	interleukin 24	NM_006850.3	NP_006841.1	ENST00000294984.7	ENSP00000294984.2	MANE Select	NC_000001.11	206897443	206904139	+
GeneID:11010	ENSG00000139278.10	HGNC:17001	GLIPR1	GLI pathogenesis related 1	NM_006851.3	NP_006842.2	ENST00000266659.8	ENSP00000266659.3	MANE Select	NC_000012.12	75480755	75503863	+
GeneID:11011	ENSG00000146872.19	HGNC:11842	TLK2	tousled like kinase 2	NM_006852.6	NP_006843.2	ENST00000346027.10	ENSP00000275780.7	MANE Select	NC_000017.11	62478825	62615481	+
GeneID:11012	ENSG00000167757.14	HGNC:6359	KLK11	kallikrein related peptidase 11	NM_001136032.3	NP_001129504.1	ENST00000453757.8	ENSP00000413958.2	MANE Select	NC_000019.10	51022236	51026616	-
GeneID:11013	ENSG00000158164.7	HGNC:30744	TMSB15A	thymosin beta 15A	NM_021992.3	NP_068832.1	ENST00000289373.5	ENSP00000289373.4	MANE Select	NC_000023.11	102513682	102516739	-
GeneID:11014	ENSG00000136240.10	HGNC:6305	KDELR2	KDEL endoplasmic reticulum protein retention receptor 2	NM_006854.4	NP_006845.1	ENST00000258739.9	ENSP00000258739.4	MANE Select	NC_000007.14	6461089	6484152	-
GeneID:11015	ENSG00000100196.11	HGNC:6306	KDELR3	KDEL endoplasmic reticulum protein retention receptor 3	NM_006855.4	NP_006846.1	ENST00000216014.9	ENSP00000216014.4	MANE Select	NC_000022.11	38468096	38483447	+
GeneID:11016	ENSG00000170653.19	HGNC:792	ATF7	activating transcription factor 7	NM_006856.3	NP_006847.1	ENST00000420353.7	ENSP00000399465.1	MANE Select	NC_000012.12	53512054	53626382	-
GeneID:11017	ENSG00000124380.11	HGNC:30240	SNRNP27	small nuclear ribonucleoprotein U4/U6.U5 subunit 27	NM_006857.3	NP_006848.1	ENST00000244227.8	ENSP00000244227.3	MANE Select	NC_000002.12	69893956	69905236	+
GeneID:11018	ENSG00000099203.7	HGNC:17291	TMED1	transmembrane p24 trafficking protein 1	NM_006858.4	NP_006849.1	ENST00000214869.7	ENSP00000214869.1	MANE Select	NC_000019.10	10832067	10836212	-
GeneID:11019	ENSG00000121897.15	HGNC:16429	LIAS	lipoic acid synthetase	NM_006859.4	NP_006850.2	ENST00000640888.2	ENSP00000492260.1	MANE Select	NC_000004.12	39459056	39479506	+
GeneID:11020	ENSG00000100360.15	HGNC:18626	IFT27	intraflagellar transport 27	NM_001177701.3	NP_001171172.1	ENST00000433985.7	ENSP00000393541.2	MANE Select	NC_000022.11	36758211	36776119	-
GeneID:11021	ENSG00000111737.12	HGNC:9774	RAB35	RAB35, member RAS oncogene family	NM_006861.7	NP_006852.1	ENST00000229340.10	ENSP00000229340.5	MANE Select	NC_000012.12	120095099	120116753	-
GeneID:11022	ENSG00000182134.17	HGNC:11713	TDRKH	tudor and KH domain containing	NM_001083965.2	NP_001077434.1	ENST00000368824.8	ENSP00000357815.3	MANE Select	NC_000001.11	151773494	151790500	-
GeneID:11023	ENSG00000148704.13	HGNC:12660	VAX1	ventral anterior homeobox 1	NM_001112704.2	NP_001106175.1	ENST00000369206.6	ENSP00000358207.4	MANE Select	NC_000010.11	117133290	117138270	-
GeneID:11024	ENSG00000104974.12	HGNC:6602	LILRA1	leukocyte immunoglobulin like receptor A1	NM_006863.4	NP_006854.1	ENST00000251372.8	ENSP00000251372.3	MANE Select	NC_000019.10	54593632	54602381	+
GeneID:11025	ENSG00000204577.12	HGNC:6607	LILRB3	leukocyte immunoglobulin like receptor B3	NM_006864.4	NP_006855.3	ENST00000445347.2	ENSP00000388199.2	MANE Select	NC_000019.10	54216278	54223007	-
GeneID:11026	ENSG00000276175.4	HGNC:6604	LILRA3	leukocyte immunoglobulin like receptor A3	NM_006865.5	NP_006856.3	ENST00000620589.4	ENSP00000480386.1	MANE Select	NW_003571054.1	270739	275150	-
GeneID:11027	ENSG00000239998.7	HGNC:6603	LILRA2	leukocyte immunoglobulin like receptor A2	NM_001130917.3	NP_001124389.2	ENST00000391738.8	ENSP00000375618.3	MANE Select	NC_000019.10	54573790	54590287	+
GeneID:11030	ENSG00000157110.16	HGNC:19097	RBPMS	RNA binding protein, mRNA processing factor	NM_001008710.3	NP_001008710.1	ENST00000397323.9	ENSP00000380486.4	MANE Select	NC_000008.11	30384541	30572256	+
GeneID:11031	ENSG00000168461.13	HGNC:9771	RAB31	RAB31, member RAS oncogene family	NM_006868.4	NP_006859.2	ENST00000578921.6	ENSP00000461945.2	MANE Select	NC_000018.10	9708301	9862551	+
GeneID:11033	ENSG00000105963.15	HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	NM_006869.4	NP_006860.2	ENST00000265846.10	ENSP00000265846.5	MANE Select	NC_000007.14	897900	954680	-
GeneID:11034	ENSG00000125868.16	HGNC:15750	DSTN	destrin, actin depolymerizing factor	NM_006870.4	NP_006861.1	ENST00000246069.12	ENSP00000246069.6	MANE Select	NC_000020.11	17570075	17609919	+
GeneID:11035	ENSG00000129465.16	HGNC:10021	RIPK3	receptor interacting serine/threonine kinase 3	NM_006871.4	NP_006862.2	ENST00000216274.10	ENSP00000216274.5	MANE Select	NC_000014.9	24336025	24339991	-
GeneID:11036	ENSG00000242441.8	HGNC:30727	GTF2A1L	general transcription factor IIA subunit 1 like	NM_006872.5	NP_006863.2	ENST00000403751.8	ENSP00000384597.3	MANE Select	NC_000002.12	48617856	48679604	+
GeneID:11037	ENSG00000243244.7	HGNC:17003	STON1	stonin 1	NM_006873.4	NP_006864.2	ENST00000404752.6	ENSP00000385273.1	MANE Select	NC_000002.12	48530154	48598513	+
GeneID:11040	ENSG00000102096.10	HGNC:8987	PIM2	Pim-2 proto-oncogene, serine/threonine kinase	NM_006875.4	NP_006866.2	ENST00000376509.4	ENSP00000365692.4	MANE Select	NC_000023.11	48913182	48919024	-
GeneID:11041	ENSG00000174684.7	HGNC:15685	B4GAT1	beta-1,4-glucuronyltransferase 1	NM_006876.3	NP_006867.1	ENST00000311181.5	ENSP00000309096.4	MANE Select	NC_000011.10	66345374	66347629	-
GeneID:11043	ENSG00000080561.14	HGNC:7096	MID2	midline 2	NM_012216.4	NP_036348.2	ENST00000262843.11	ENSP00000262843.6	MANE Select	NC_000023.11	107825866	107931637	+
GeneID:11044	ENSG00000112941.14	HGNC:16705	TENT4A	terminal nucleotidyltransferase 4A	NM_006999.6	NP_008930.2	ENST00000230859.8	ENSP00000230859.7	MANE Select	NC_000005.10	6713432	6757044	+
GeneID:11045	ENSG00000105668.8	HGNC:12577	UPK1A	uroplakin 1A	NM_007000.4	NP_008931.1	ENST00000222275.3	ENSP00000222275.2	MANE Select	NC_000019.10	35666517	35678481	+
GeneID:11046	ENSG00000130958.13	HGNC:20799	SLC35D2	solute carrier family 35 member D2	NM_007001.3	NP_008932.2	ENST00000253270.13	ENSP00000253270.7	MANE Select	NC_000009.12	96320710	96383711	-
GeneID:11047	ENSG00000130706.13	HGNC:15759	ADRM1	ADRM1 26S proteasome ubiquitin receptor	NM_007002.4	NP_008933.2	ENST00000253003.7	ENSP00000253003.2	MANE Select	NC_000020.11	62302997	62308862	+
GeneID:11051	ENSG00000167005.14	HGNC:13870	NUDT21	nudix hydrolase 21	NM_007006.3	NP_008937.1	ENST00000300291.10	ENSP00000300291.5	MANE Select	NC_000016.10	56429133	56451332	-
GeneID:11052	ENSG00000111605.18	HGNC:13871	CPSF6	cleavage and polyadenylation specific factor 6	NM_007007.3	NP_008938.2	ENST00000435070.7	ENSP00000391774.2	MANE Select	NC_000012.12	69239569	69274358	+
GeneID:11054	ENSG00000060491.17	HGNC:15768	OGFR	opioid growth factor receptor	NM_007346.4	NP_031372.2	ENST00000290291.10	ENSP00000290291.6	MANE Select	NC_000020.11	62804835	62814000	+
GeneID:11055	ENSG00000042813.8	HGNC:15662	ZPBP	zona pellucida binding protein	NM_007009.3	NP_008940.2	ENST00000046087.7	ENSP00000046087.2	MANE Select	NC_000007.14	49937441	50093246	-
GeneID:11056	ENSG00000278053.5	HGNC:20038	DDX52	DExD-box helicase 52	NM_007010.5	NP_008941.3	ENST00000617633.5	ENSP00000479504.1	MANE Select	NC_000017.11	37609739	37643446	-
GeneID:11057	ENSG00000140526.18	HGNC:18717	ABHD2	abhydrolase domain containing 2, acylglycerol lipase	NM_152924.5	NP_690888.1	ENST00000352732.10	ENSP00000268129.5	MANE Select	NC_000015.10	89088456	89202355	+
GeneID:11059	ENSG00000123124.14	HGNC:17004	WWP1	WW domain containing E3 ubiquitin protein ligase 1	NM_007013.4	NP_008944.1	ENST00000517970.6	ENSP00000427793.1	MANE Select	NC_000008.11	86342547	86468503	+
GeneID:11060	ENSG00000198373.13	HGNC:16804	WWP2	WW domain containing E3 ubiquitin protein ligase 2	NM_001270454.2	NP_001257383.1	ENST00000359154.7	ENSP00000352069.2	MANE Select	NC_000016.10	69762332	69941739	+
GeneID:11061	ENSG00000136110.13	HGNC:17005	CNMD	chondromodulin	NM_007015.3	NP_008946.1	ENST00000377962.8	ENSP00000367198.3	MANE Select	NC_000013.11	52703264	52739820	-
GeneID:11062	ENSG00000105865.11	HGNC:21517	DUS4L	dihydrouridine synthase 4 like	NM_181581.3	NP_853559.1	ENST00000265720.8	ENSP00000265720.3	MANE Select	NC_000007.14	107563971	107578523	+
GeneID:11063	ENSG00000039600.11	HGNC:30635	SOX30	SRY-box transcription factor 30	NM_178424.2	NP_848511.1	ENST00000265007.11	ENSP00000265007.6	MANE Select	NC_000005.10	157625679	157652438	-
GeneID:11064	ENSG00000119397.19	HGNC:1858	CNTRL	centriolin	NM_007018.6	NP_008949.4	ENST00000373855.7	ENSP00000362962.1	MANE Select	NC_000009.12	121074955	121177610	+
GeneID:11065	ENSG00000175063.17	HGNC:15937	UBE2C	ubiquitin conjugating enzyme E2 C	NM_007019.4	NP_008950.1	ENST00000356455.9	ENSP00000348838.4	MANE Select	NC_000020.11	45812644	45816952	+
GeneID:11066	ENSG00000184209.15	HGNC:30852	SNRNP35	small nuclear ribonucleoprotein U11/U12 subunit 35	NM_022717.4	NP_073208.1	ENST00000526639.3	ENSP00000432595.2	MANE Select	NC_000012.12	123458139	123466936	+
GeneID:11067	ENSG00000165507.9	HGNC:23355	DEPP1	DEPP autophagy regulator 1	NM_007021.4	NP_008952.1	ENST00000298295.4	ENSP00000298295.3	MANE Select	NC_000010.11	44976128	44978809	-
GeneID:11068	ENSG00000114395.11	HGNC:30253	CYB561D2	cytochrome b561 family member D2	NM_001291284.2	NP_001278213.1	ENST00000425346.6	ENSP00000400454.1	MANE Select	NC_000003.12	50350862	50354069	+
GeneID:11069	ENSG00000091428.18	HGNC:16626	RAPGEF4	Rap guanine nucleotide exchange factor 4	NM_007023.4	NP_008954.2	ENST00000397081.8	ENSP00000380271.3	MANE Select	NC_000002.12	172735845	173052893	+
GeneID:11070	ENSG00000126062.4	HGNC:30055	TMEM115	transmembrane protein 115	NM_007024.5	NP_008955.1	ENST00000266025.4	ENSP00000266025.3	MANE Select	NC_000003.12	50354750	50359521	-
GeneID:11072	ENSG00000276023.5	HGNC:17007	DUSP14	dual specificity phosphatase 14	NM_007026.4	NP_008957.1	ENST00000617516.5	ENSP00000478595.1	MANE Select	NC_000017.11	37489891	37513498	+
GeneID:11073	ENSG00000163781.14	HGNC:17008	TOPBP1	DNA topoisomerase II binding protein 1	NM_007027.4	NP_008958.2	ENST00000260810.10	ENSP00000260810.5	MANE Select	NC_000003.12	133600238	133661941	-
GeneID:11074	ENSG00000204616.11	HGNC:16289	TRIM31	tripartite motif containing 31	NM_007028.5	NP_008959.3	ENST00000376734.4	ENSP00000365924.3	MANE Select	NC_000006.12	30102897	30113090	-
GeneID:11075	ENSG00000104435.14	HGNC:10577	STMN2	stathmin 2	NM_007029.4	NP_008960.2	ENST00000220876.12	ENSP00000220876.7	MANE Select	NC_000008.11	79611117	79666158	+
GeneID:11076	ENSG00000171368.12	HGNC:24164	TPPP	tubulin polymerization promoting protein	NM_007030.3	NP_008961.1	ENST00000360578.7	ENSP00000353785.5	MANE Select	NC_000005.10	659862	693352	-
GeneID:11077	ENSG00000160207.9	HGNC:5226	HSF2BP	heat shock transcription factor 2 binding protein	NM_007031.2	NP_008962.1	ENST00000291560.7	ENSP00000291560.2	MANE Select	NC_000021.9	43529186	43659488	-
GeneID:11078	ENSG00000100106.22	HGNC:17009	TRIOBP	TRIO and F-actin binding protein	NM_001039141.3	NP_001034230.1	ENST00000644935.1	ENSP00000496394.1	MANE Select	NC_000022.11	37697048	37776556	+
GeneID:11079	ENSG00000157916.20	HGNC:30309	RER1	retention in endoplasmic reticulum sorting receptor 1	NM_007033.5	NP_008964.3	ENST00000605895.6	ENSP00000475168.1	MANE Select	NC_000001.11	2391841	2405436	+
GeneID:11080	ENSG00000162616.9	HGNC:14886	DNAJB4	DnaJ heat shock protein family (Hsp40) member B4	NM_007034.5	NP_008965.2	ENST00000370763.6	ENSP00000359799.5	MANE Select	NC_000001.11	78004939	78017964	+
GeneID:11081	ENSG00000139330.6	HGNC:6309	KERA	keratocan	NM_007035.4	NP_008966.1	ENST00000266719.4	ENSP00000266719.3	MANE Select	NC_000012.12	91050491	91058024	-
GeneID:11082	ENSG00000164283.13	HGNC:3466	ESM1	endothelial cell specific molecule 1	NM_007036.5	NP_008967.1	ENST00000381405.5	ENSP00000370812.4	MANE Select	NC_000005.10	54977867	54985593	-
GeneID:11083	ENSG00000101191.17	HGNC:2680	DIDO1	death inducer-obliterator 1	NM_001193369.2	NP_001180298.1	ENST00000395343.6	ENSP00000378752.1	MANE Select	NC_000020.11	62877743	62926505	-
GeneID:11085	ENSG00000134249.7	HGNC:208	ADAM30	ADAM metallopeptidase domain 30	NM_021794.4	NP_068566.2	ENST00000369400.2	ENSP00000358407.1	MANE Select	NC_000001.11	119893533	119896515	-
GeneID:11086	ENSG00000168594.15	HGNC:207	ADAM29	ADAM metallopeptidase domain 29	NM_014269.4	NP_055084.3	ENST00000359240.7	ENSP00000352177.3	MANE Select	NC_000004.12	174918358	174978180	+
GeneID:11091	ENSG00000196363.10	HGNC:12757	WDR5	WD repeat domain 5	NM_017588.3	NP_060058.1	ENST00000358625.4	ENSP00000351446.3	MANE Select	NC_000009.12	134136082	134159968	+
GeneID:11092	ENSG00000165698.16	HGNC:1367	SPACA9	sperm acrosome associated 9	NM_001316897.2	NP_001303826.1	ENST00000356311.10	ENSP00000348659.5	MANE Select	NC_000009.12	132878898	132890030	+
GeneID:11093	ENSG00000160323.19	HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	NM_139027.6	NP_620596.2	ENST00000355699.7	ENSP00000347927.2	MANE Select	NC_000009.12	133422367	133459386	+
GeneID:11094	ENSG00000160325.15	HGNC:1365	CACFD1	calcium channel flower domain containing 1	NM_017586.5	NP_060056.1	ENST00000316948.9	ENSP00000317121.4	MANE Select	NC_000009.12	133459978	133470848	+
GeneID:11095	ENSG00000134917.10	HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	NM_007037.6	NP_008968.4	ENST00000257359.7	ENSP00000257359.6	MANE Select	NC_000011.10	130404923	130428609	-
GeneID:11096	ENSG00000154736.6	HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	NM_007038.5	NP_008969.2	ENST00000284987.6	ENSP00000284987.5	MANE Select	NC_000021.9	26917922	26967088	-
GeneID:11097	ENSG00000136243.18	HGNC:17010	NUP42	nucleoporin 42	NM_007342.3	NP_031368.1	ENST00000258742.10	ENSP00000258742.5	MANE Select	NC_000007.14	23182048	23201006	+
GeneID:11098	ENSG00000150687.12	HGNC:14370	PRSS23	serine protease 23	NM_007173.6	NP_009104.3	ENST00000280258.6	ENSP00000280258.4	MANE Select	NC_000011.10	86800542	86811233	+
GeneID:11099	ENSG00000070778.13	HGNC:9651	PTPN21	protein tyrosine phosphatase non-receptor type 21	NM_007039.4	NP_008970.2	ENST00000556564.6	ENSP00000452414.1	MANE Select	NC_000014.9	88465778	88555007	-
GeneID:11100	ENSG00000105323.18	HGNC:17011	HNRNPUL1	heterogeneous nuclear ribonucleoprotein U like 1	NM_007040.6	NP_008971.2	ENST00000392006.8	ENSP00000375863.2	MANE Select	NC_000019.10	41264372	41307787	+
GeneID:11101	ENSG00000107669.19	HGNC:782	ATE1	arginyltransferase 1	NM_001001976.3	NP_001001976.1	ENST00000224652.12	ENSP00000224652.6	MANE Select	NC_000010.11	121740424	121928031	-
GeneID:11102	ENSG00000163684.12	HGNC:30327	RPP14	ribonuclease P/MRP subunit p14	NM_007042.6	NP_008973.1	ENST00000295959.10	ENSP00000295959.5	MANE Select	NC_000003.12	58306245	58320193	+
GeneID:11103	ENSG00000111615.14	HGNC:5176	KRR1	KRR1 small subunit processome component homolog	NM_007043.7	NP_008974.5	ENST00000229214.9	ENSP00000229214.4	MANE Select	NC_000012.12	75490863	75511609	-
GeneID:11104	ENSG00000186625.14	HGNC:6216	KATNA1	katanin catalytic subunit A1	NM_007044.4	NP_008975.1	ENST00000367411.7	ENSP00000356381.2	MANE Select	NC_000006.12	149594873	149648714	-
GeneID:11105	ENSG00000126856.16	HGNC:9351	PRDM7	PR/SET domain 7	NM_001098173.2	NP_001091643.1	ENST00000449207.8	ENSP00000396732.2	MANE Select	NC_000016.10	90056566	90077331	-
GeneID:11107	ENSG00000138738.11	HGNC:9349	PRDM5	PR/SET domain 5	NM_018699.4	NP_061169.2	ENST00000264808.8	ENSP00000264808.3	MANE Select	NC_000004.12	120691915	120922726	-
GeneID:11108	ENSG00000110851.12	HGNC:9348	PRDM4	PR/SET domain 4	NM_012406.4	NP_036538.3	ENST00000228437.10	ENSP00000228437.5	MANE Select	NC_000012.12	107732871	107761137	-
GeneID:11112	ENSG00000106049.9	HGNC:4907	HIBADH	3-hydroxyisobutyrate dehydrogenase	NM_152740.4	NP_689953.1	ENST00000265395.7	ENSP00000265395.2	MANE Select	NC_000007.14	27525442	27662883	-
GeneID:11113	ENSG00000122966.18	HGNC:1985	CIT	citron rho-interacting serine/threonine kinase	NM_001206999.2	NP_001193928.1	ENST00000392521.7	ENSP00000376306.2	MANE Select	NC_000012.12	119685791	119877320	-
GeneID:11116	ENSG00000213066.14	HGNC:17012	CEP43	centrosomal protein 43	NM_007045.4	NP_008976.1	ENST00000366847.9	ENSP00000355812.3	MANE Select	NC_000006.12	166999397	167052718	+
GeneID:11117	ENSG00000138080.14	HGNC:19880	EMILIN1	elastin microfibril interfacer 1	NM_007046.4	NP_008977.1	ENST00000380320.9	ENSP00000369677.4	MANE Select	NC_000002.12	27078615	27086403	+
GeneID:11118	ENSG00000186470.14	HGNC:1139	BTN3A2	butyrophilin subfamily 3 member A2	NM_007047.5	NP_008978.2	ENST00000377708.7	ENSP00000366937.2	MANE Select	NC_000006.12	26365198	26378312	+
GeneID:11119	ENSG00000026950.18	HGNC:1138	BTN3A1	butyrophilin subfamily 3 member A1	NM_007048.6	NP_008979.3	ENST00000289361.11	ENSP00000289361.6	MANE Select	NC_000006.12	26402275	26415208	+
GeneID:11120	ENSG00000112763.17	HGNC:1136	BTN2A1	butyrophilin subfamily 2 member A1	NM_007049.5	NP_008980.1	ENST00000312541.10	ENSP00000312158.5	MANE Select	NC_000006.12	26457955	26469637	+
GeneID:11122	ENSG00000196090.14	HGNC:9682	PTPRT	protein tyrosine phosphatase receptor type T	NM_007050.6	NP_008981.4	ENST00000373187.6	ENSP00000362283.1	MANE Select	NC_000020.11	42072756	43189906	-
GeneID:11123	ENSG00000117602.13	HGNC:3042	RCAN3	RCAN family member 3	NM_013441.4	NP_038469.1	ENST00000374395.9	ENSP00000363516.3	MANE Select	NC_000001.11	24502836	24541040	+
GeneID:11124	ENSG00000185104.21	HGNC:3578	FAF1	Fas associated factor 1	NM_007051.3	NP_008982.1	ENST00000396153.7	ENSP00000379457.2	MANE Select	NC_000001.11	50437028	50960267	-
GeneID:11126	ENSG00000117281.16	HGNC:17013	CD160	CD160 molecule	NM_007053.4	NP_008984.1	ENST00000369288.7	ENSP00000358294.1	MANE Select	NC_000001.11	145719499	145739288	+
GeneID:11127	ENSG00000131437.16	HGNC:6319	KIF3A	kinesin family member 3A	NM_001300791.2	NP_001287720.1	ENST00000403231.6	ENSP00000385808.1	MANE Select	NC_000005.10	132692631	132737546	-
GeneID:11128	ENSG00000148606.15	HGNC:30074	POLR3A	RNA polymerase III subunit A	NM_007055.4	NP_008986.2	ENST00000372371.8	ENSP00000361446.3	MANE Select	NC_000010.11	77975149	78029515	-
GeneID:11129	ENSG00000104859.15	HGNC:17731	CLASRP	CLK4 associating serine/arginine rich protein	NM_007056.3	NP_008987.2	ENST00000221455.8	ENSP00000221455.3	MANE Select	NC_000019.10	45039045	45070956	+
GeneID:11130	ENSG00000122952.17	HGNC:13195	ZWINT	ZW10 interacting kinetochore protein	NM_007057.4	NP_008988.2	ENST00000373944.8	ENSP00000363055.3	MANE Select	NC_000010.11	56357227	56361259	-
GeneID:11131	ENSG00000137225.13	HGNC:1478	CAPN11	calpain 11	NM_007058.4	NP_008989.2	ENST00000398776.2	ENSP00000381758.1	MANE Select	NC_000006.12	44158820	44184401	+
GeneID:11132	ENSG00000142330.20	HGNC:1477	CAPN10	calpain 10	NM_023083.4	NP_075571.2	ENST00000391984.7	ENSP00000375844.2	MANE Select	NC_000002.12	240586734	240599104	+
GeneID:11133	ENSG00000118162.14	HGNC:6404	KPTN	kaptin, actin binding protein	NM_007059.4	NP_008990.2	ENST00000338134.8	ENSP00000337850.2	MANE Select	NC_000019.10	47475150	47484219	-
GeneID:11135	ENSG00000128283.7	HGNC:17014	CDC42EP1	CDC42 effector protein 1	NM_152243.3	NP_689449.1	ENST00000249014.5	ENSP00000249014.4	MANE Select	NC_000022.11	37560480	37569405	+
GeneID:11136	ENSG00000021488.13	HGNC:11067	SLC7A9	solute carrier family 7 member 9	NM_014270.5	NP_055085.1	ENST00000023064.9	ENSP00000023064.3	MANE Select	NC_000019.10	32830511	32869767	-
GeneID:11137	ENSG00000136045.12	HGNC:17015	PWP1	PWP1 homolog, endonuclein	NM_007062.3	NP_008993.1	ENST00000412830.8	ENSP00000387365.3	MANE Select	NC_000012.12	107685799	107713162	+
GeneID:11138	ENSG00000204634.13	HGNC:17791	TBC1D8	TBC1 domain family member 8	NM_001330348.2	NP_001317277.1	ENST00000409318.2	ENSP00000386856.1	MANE Select	NC_000002.12	101007228	101151382	-
